21887.3,15,98,70.220.72.44,6678tu.com,2926,201.168.221.126,asicminervalue.com,2554,2020-06-23T11:08:29.262+08:00
22756.4,16,27,171.194.29.205,jkkof.icu,80,32.33.115.155,ktwz6jiw8DGA.com,80,2020-06-23T11:00:29.779+08:00
5157.6,4,143,73.15.121.233,527848.org,80,237.83.171.26,shop.naranon.ru,443,2020-06-23T11:00:07.361+08:00
22283.7,15,80,6.32.132.164,offtheracktires.com,443,250.231.31.48,horizon-host.com,80,2020-06-23T11:04:50.505+08:00
4293.2,3,83,37.13.48.9,agradeessay.com,9311,193.150.65.246,goldenjackass.com,4409,2020-06-23T11:01:43.216+08:00
15470.8,11,73,63.187.17.182,climateweek.com,80,175.7.56.72,fetedragute.ro,80,2020-06-23T11:07:56.375+08:00
20818.7,14,111,155.17.66.253,npsodrugestvo.ru,443,247.167.223.121,iosfonts.com,443,2020-06-23T11:08:01.837+08:00
9193.5,7,40,19.67.36.245,abrisplus.ru,443,146.63.216.128,255567.net,80,2020-06-23T11:02:45.397+08:00
12730.5,9,4,223.151.253.252,worldofwarships.asia,80,224.249.148.19,450880.net,80,2020-06-23T11:09:58.990+08:00
20543.2,14,34,55.187.48.174,affittituristici.it,80,19.67.36.245,abrisplus.ru,46999,2020-06-23T11:03:45.444+08:00
22769.4,16,116,72.184.146.91,phpweby.com,80,251.40.250.196,turkishjournal.com,80,2020-06-23T11:08:03.924+08:00
20451.8,14,76,82.140.65.214,benefitof.net,80,230.206.0.207,makelovenotscars.org,4419,2020-06-23T11:09:03.478+08:00
10894.3,8,42,16.12.19.104,pcimag.com,80,122.9.81.102,internetinrooms.com,80,2020-06-23T11:00:58.835+08:00
3606.0,3,73,237.83.171.26,shop.naranon.ru,80,224.249.148.19,450880.net,443,2020-06-23T11:06:42.202+08:00
28000.3,19,80,74.63.211.140,thetinkerandthefold.com,80,25.74.15.102,wolontariatbieszczadzki.pl,3679,2020-06-23T11:00:17.680+08:00
21903.2,15,107,186.16.52.203,technodom-blog.com,443,8.39.231.197,edusearch.ir,443,2020-06-23T11:01:15.990+08:00
6754.0,5,91,70.163.155.112,delcastellofienga.it,80,143.128.193.223,cardonizer.com,80,2020-06-23T11:04:03.788+08:00
13013.4,9,71,13.0.220.244,34987b.info,80,230.255.68.131,offgridworld.com,80,2020-06-23T11:09:10.548+08:00
18597.6,13,59,248.107.95.222,wholesalesportsjerseyschinashop.com,12008,32.83.43.173,dfb.de,443,2020-06-23T11:02:12.061+08:00
8583.3,6,3,225.152.209.147,freebmd.org.uk,443,114.81.37.95,um.fi,2297,2020-06-23T11:10:18.518+08:00
21073.9,15,141,12.57.81.180,clivejames.com,80,29.26.132.45,vuamatkinh.com,80,2020-06-23T11:08:17.601+08:00
14299.2,10,103,131.82.8.207,jsqpo.icu,80,60.236.80.39,golfclubatlas.com,80,2020-06-23T11:09:26.664+08:00
4290.2,3,123,93.32.162.97,dominorecordco.us,443,150.242.51.186,rodrigoviterbo.com,443,2020-06-23T11:05:41.861+08:00
20519.7,14,78,254.100.13.29,432299.net,80,202.179.117.10,laist.com,443,2020-06-23T11:09:05.436+08:00
6096.4,5,24,119.234.216.134,anaagroup.com,80,58.68.92.161,fonolive.com,443,2020-06-23T11:02:49.151+08:00
7374.2,5,64,161.31.182.130,endeavor.org.br,80,8.192.237.88,localorganicfood.co.uk,6786,2020-06-23T11:09:05.926+08:00
5317.8,4,137,151.85.12.141,worldanimalprotection.org.au,443,137.250.115.185,gpxods.icu,443,2020-06-23T11:08:36.502+08:00
27483.3,19,3,188.1.244.252,davidsimon.com,80,71.114.26.92,6234fa.com,80,2020-06-23T11:05:12.274+08:00
2308.0,2,20,225.152.209.147,freebmd.org.uk,80,134.124.77.93,szinfo.com,443,2020-06-23T11:07:44.513+08:00
28967.3,20,93,225.137.199.158,kaprila.com,80,233.255.110.218,powerandmotoryacht.com,80,2020-06-23T11:00:18.484+08:00
17988.0,12,39,223.85.124.198,ssdypk.icu,80,88.142.82.103,staktron.com,1476,2020-06-23T11:08:40.756+08:00
5731.2,4,45,5.197.234.84,adwokat-kotewicz.pl,80,121.190.94.48,tzdpx.icu,443,2020-06-23T11:05:43.493+08:00
13034.6,9,137,176.175.93.55,govliquidation.com,80,146.63.216.128,255567.net,7566,2020-06-23T11:05:05.325+08:00
8585.7,6,115,209.97.19.33,babelgum.com,443,33.72.150.47,mista.ru,443,2020-06-23T11:06:49.310+08:00
28257.4,19,132,156.29.94.177,swordfish.nl,443,167.203.52.96,smartvapeshop.com,443,2020-06-23T11:06:29.353+08:00
28460.1,19,98,148.189.124.229,nan,9953,166.116.238.151,eegsmart.com,80,2020-06-23T11:06:28.317+08:00
17580.1,12,143,177.178.131.117,thelifejolie.com,80,151.212.92.152,bcpedia.org,443,2020-06-23T11:07:40.024+08:00
14100.8,10,112,213.140.23.244,086876com.com,80,163.99.35.255,nan,443,2020-06-23T11:03:59.609+08:00
7173.9,5,67,94.166.157.10,agriaffaires.de,80,0.110.188.118,eleccircuit.com,80,2020-06-23T11:02:42.060+08:00
4906.3,4,59,79.235.169.150,tastytimescateringservics.com,80,228.45.251.153,abfhbcsj.cn,443,2020-06-23T11:08:32.626+08:00
10970.4,8,18,130.112.87.60,foroguate.com,80,233.88.31.2,tririvers.net,80,2020-06-23T11:00:11.463+08:00
6537.6,5,52,175.5.217.26,sideclick.co.za,80,223.151.253.252,worldofwarships.asia,443,2020-06-23T11:02:09.299+08:00
3897.3,3,45,232.229.232.4,shzxmh.com,80,254.15.91.127,treeoflife.com.au,80,2020-06-23T11:07:18.118+08:00
26689.9,18,52,1.247.147.49,beemtube.org,80,62.198.34.9,aviationnews.eu,443,2020-06-23T11:10:02.440+08:00
9719.5,7,60,76.254.115.25,wide-wallpapers.net,80,4.131.18.3,rbcds.com,80,2020-06-23T11:08:38.824+08:00
8057.4,6,59,124.195.189.249,netigate.se,443,43.155.149.237,thesecureedge.com,24666,2020-06-23T11:07:53.904+08:00
2307.9,2,20,145.0.86.138,bbhp.de,443,76.254.115.25,wide-wallpapers.net,3428,2020-06-23T11:07:06.303+08:00
18716.9,13,143,251.156.124.149,dsa.no,149,49.147.58.83,xn--80aayaafbgfl1abffemldw.xn--p1ai,443,2020-06-23T11:09:06.916+08:00
9418.0,7,5,59.180.210.30,south-sea.com,443,171.114.209.26,dalianyinxiang.com,45514,2020-06-23T11:05:37.924+08:00
20458.9,14,90,105.226.253.13,skatelog.com,443,81.65.205.193,discoveryourink.com,80,2020-06-23T11:05:56.954+08:00
11243.6,8,37,187.201.20.7,cinqmondes.com,2753,73.15.121.233,527848.org,80,2020-06-23T11:09:32.825+08:00
13290.3,9,120,206.178.161.143,filanco.ru,3822,138.178.66.51,tosp.co.jp,7017,2020-06-23T11:04:43.240+08:00
26200.4,18,41,196.186.58.17,nhmshop.co.uk,443,24.145.132.39,desicool.com,443,2020-06-23T11:00:13.090+08:00
20581.4,14,99,25.12.125.77,johnprine.com,80,3.77.239.88,burialplanning.com,443,2020-06-23T11:08:41.397+08:00
16082.7,11,9,168.80.109.99,everydayhero.co.uk,443,222.130.67.168,actualpdf.com,80,2020-06-23T11:09:37.207+08:00
10153.8,7,118,37.60.95.62,wwwym65.com,1833,203.64.46.30,ahrb.com.cn,1546,2020-06-23T11:09:43.642+08:00
17231.2,12,57,225.152.209.147,freebmd.org.uk,2331,24.194.235.136,tmfassociates.com,443,2020-06-23T11:07:57.338+08:00
3053.1,3,62,141.209.173.32,financetalk.net,80,73.15.121.233,527848.org,47000,2020-06-23T11:05:37.209+08:00
23424.4,16,121,87.75.193.122,hbcsbc.cn,80,139.156.32.160,maytagblue.us,80,2020-06-23T11:06:59.163+08:00
16632.2,12,1,213.140.23.244,086876com.com,443,163.115.102.89,ebtg.com,80,2020-06-23T11:07:23.414+08:00
14000.4,10,13,234.218.214.209,wetdreambabes.com,443,62.222.154.229,baonghean.vn,5305,2020-06-23T11:10:04.941+08:00
15569.1,11,121,51.151.192.214,kristallsintez.ru,5429,146.63.216.128,255567.net,80,2020-06-23T11:07:06.821+08:00
26501.6,18,2,131.221.207.150,gamesbrasil.com.br,80,211.52.58.50,fab-things.com,443,2020-06-23T11:05:19.026+08:00
16036.6,11,15,32.33.115.155,ktwz6jiw8DGA.com,2584,219.127.85.22,codecogs.com,443,2020-06-23T11:03:27.275+08:00
21255.0,15,17,223.151.253.252,worldofwarships.asia,443,0.144.31.17,gutes-aufwachsen-mit-medien.de,443,2020-06-23T11:01:47.030+08:00
22095.6,15,72,211.180.254.84,seedpodpublishing.com,443,142.82.60.56,wpigroup.com,80,2020-06-23T11:01:31.064+08:00
22158.9,15,7,13.0.220.244,34987b.info,80,160.183.207.47,wholesalejoinery.com,80,2020-06-23T11:01:28.120+08:00
9142.6,7,75,125.227.145.64,ewinracing.com,80,148.189.124.229,nan,80,2020-06-23T11:04:21.528+08:00
8230.5,6,25,37.193.67.105,himthailand.org,443,131.242.110.234,newstes.ru,80,2020-06-23T11:01:02.701+08:00
22288.1,15,12,173.119.180.59,fivetn.com,443,139.128.47.241,myworldconnect.com,443,2020-06-23T11:07:48.679+08:00
11702.7,8,140,175.7.56.72,fetedragute.ro,80,209.40.59.47,schiphol.com,80,2020-06-23T11:02:45.789+08:00
3380.4,3,130,229.189.220.159,lintassolusiprima.com,443,79.22.140.42,smartmatic.com,443,2020-06-23T11:03:57.084+08:00
26196.9,18,38,130.40.17.169,xuz9x6xDGA.com,5627,225.137.199.158,kaprila.com,80,2020-06-23T11:06:34.198+08:00
26816.8,18,134,13.0.220.244,34987b.info,443,171.144.2.205,tower-health.co.uk,80,2020-06-23T11:03:10.750+08:00
