5180.1,4,69,61.5.53.28,culinaryvillage.com,80,105.209.222.49,tamilrockers.ws,443,2020-06-23T11:08:36.523+08:00
8244.5,6,43,189.148.5.16,rzhhedu.com,80,252.95.159.9,sapiindonesia.com,80,2020-06-23T11:01:02.663+08:00
24876.8,17,70,180.121.57.84,ryeford.co,443,110.231.254.127,niledutch.com,443,2020-06-23T11:06:54.824+08:00
21992.5,15,87,193.201.141.82,seboshilink.me,443,25.8.148.48,bankers.asn.au,80,2020-06-23T11:05:42.673+08:00
17353.1,12,80,246.19.23.129,sweatybands.com,80,28.248.79.28,coupondivas.com,4980,2020-06-23T11:10:11.282+08:00
23435.9,16,27,65.190.140.135,realusa.net,443,124.88.71.239,sellocomerciojusto.org,80,2020-06-23T11:01:59.133+08:00
15741.1,11,80,45.148.89.57,skilltech.net.au,443,247.61.222.76,tim.blog,443,2020-06-23T11:07:17.003+08:00
11365.2,8,45,115.150.23.97,mygrinningpup.com,178,104.106.197.182,was-war-wann.de,443,2020-06-23T11:02:42.168+08:00
1914.3,2,101,99.162.211.185,fideo.de,80,40.113.38.61,l2sa.com,7421,2020-06-23T11:09:39.988+08:00
17158.1,12,140,180.187.24.236,pxrencai.com,80,94.187.65.71,x3v02i6bfDGA.com,443,2020-06-23T11:07:14.648+08:00
22354.8,15,18,180.187.24.236,pxrencai.com,80,103.39.224.50,wusuobuneng.com,443,2020-06-23T11:04:35.940+08:00
8622.5,6,20,27.66.177.67,cryptaldash.com,1985,238.119.109.90,virtualboxchina.org,80,2020-06-23T11:06:37.935+08:00
6880.3,5,30,20.97.215.249,wfinsa.com,2851,171.209.139.81,moonzoo.org,443,2020-06-23T11:00:50.373+08:00
15745.1,11,74,141.175.193.217,xn--d1atfldd.xn--p1ai,80,155.114.254.96,weeklybcn.com,47624,2020-06-23T11:04:52.427+08:00
4416.0,3,136,212.140.176.215,zjba.cn,80,47.205.121.168,opener.pl,443,2020-06-23T11:03:55.239+08:00
2262.1,2,57,73.94.65.175,airbag.co.za,80,228.250.249.247,mynfk.icu,80,2020-06-23T11:01:35.255+08:00
5520.3,4,142,112.166.79.19,tonetool.co.jp,443,180.2.3.119,campbellusd.org,443,2020-06-23T11:04:54.752+08:00
12276.3,9,118,5.116.9.92,hsje.org,443,0.116.239.158,uccsu.ie,80,2020-06-23T11:01:02.941+08:00
26720.0,18,77,254.192.227.86,skinny.co.nz,80,107.185.227.80,ladygunn.com,1010,2020-06-23T11:03:08.110+08:00
1583.6,2,2,161.233.202.133,wildaffiliates.com,80,156.5.161.160,lindenelementary.com,443,2020-06-23T11:05:54.534+08:00
27261.1,19,59,212.149.157.106,vkus-master.ru,80,95.197.196.55,vnsesco.com,443,2020-06-23T11:07:41.238+08:00
11585.8,8,122,43.174.71.120,novinar.bg,1554,235.78.177.172,indeed.com.sg,80,2020-06-23T11:07:24.845+08:00
22391.5,15,134,97.16.242.99,222269a.com,3606,235.175.235.222,comutal.com,443,2020-06-23T11:06:23.613+08:00
9770.4,7,101,219.143.131.120,3485a.com,443,26.218.236.231,intimina.com,443,2020-06-23T11:04:17.466+08:00
20532.7,14,37,184.236.54.199,thepainsofbeingpureatheart.com,80,77.223.239.212,spe.com.hk,443,2020-06-23T11:00:20.703+08:00
5790.1,4,28,218.3.9.231,parkeviron.gr,443,41.206.233.186,ojim.fr,443,2020-06-23T11:04:26.120+08:00
7361.5,5,101,50.73.24.216,adai8.com,443,233.110.127.126,uppix.com,443,2020-06-23T11:07:53.502+08:00
28058.6,19,29,166.90.78.69,baanlaesuan.com,80,39.61.71.103,innotech.org.in,80,2020-06-23T11:00:05.798+08:00
